Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km
wrbr570700916,32.0,4.1,13.086438,80.220672,13.136439,80.270672,2022-03-24,20:40:00,20:45:00,Stormy,Jam ,scooter ,Metropolitian ,34.0,Grocery,7.745676524101947
oaew463729559,31.0,4.9,0.0,0.0,0.02,0.02,2022-03-07,11:00:00,11:10:00,Cloudy,Low ,scooter ,Metropolitian ,16.0,Grocery,3.1380694073889375
dqml870257443,36.0,4.8,30.359722,78.067079,30.499722,78.207079,2022-02-18,17:40:00,17:55:00,Fog,Medium ,motorcycle ,Metropolitian ,42.0,Grocery,20.53705131974552
nvss305715416,23.0,5.0,12.914264,77.6784,13.024264,77.7884,2022-03-23,23:55:00,00:05:00,Sandstorms,Low ,scooter ,Urban ,11.0,Grocery,17.044988256333504
laly052364040,31.0,4.8,13.029198,77.570997,13.039198,77.580997,2022-03-21,09:45:00,10:00:00,Fog,Low ,motorcycle ,Metropolitian ,26.0,Grocery,1.5493509707072781
kklz242189792,29.0,4.9,18.55144,73.804855,18.62144,73.874855,2022-03-20,19:40:00,19:55:00,Fog,Jam ,motorcycle ,Metropolitian ,45.0,Grocery,10.706184356730288
botn800344578,31.0,4.8,23.354422,85.3329,23.424422,85.4029,2022-03-06,21:55:00,22:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,22.0,Grocery,10.550190731676736
sdxs740704107,22.0,5.0,22.732225,75.874765,22.782225,75.924765,2022-03-09,20:35:00,20:40:00,Sunny,Jam ,scooter ,Urban ,11.0,Grocery,7.5517872473184555
ulic859633079,32.0,4.9,0.0,0.0,0.08,0.08,2022-02-18,21:55:00,22:00:00,Fog,Jam ,motorcycle ,Metropolitian ,47.0,Grocery,12.552275755914394
nsor575698541,29.0,4.8,11.003008,76.97544,11.043008,77.01544,2022-03-28,15:20:00,15:35:00,Fog,Medium ,motorcycle ,Metropolitian ,26.0,Grocery,6.219654922307828
fokf045562405,29.0,4.9,0.0,0.0,0.03,0.03,2022-03-09,18:35:00,18:50:00,Sunny,Medium ,scooter ,Metropolitian ,17.0,Grocery,4.707104052532131
oosb954281783,37.0,4.1,22.308096,73.167753,22.378096,73.237753,2022-03-10,18:30:00,18:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,38.0,Grocery,10.58683235050541
msst937092386,37.0,5.0,0.0,0.0,0.05,0.05,2022-03-11,18:10:00,18:25:00,Fog,Medium ,scooter ,Metropolitian ,18.0,Grocery,7.845173108613388
lezb158488142,28.0,4.8,30.372202,78.077151,30.392202,78.097151,2022-02-15,08:35:00,08:40:00,Sunny,Low ,scooter ,Metropolitian ,16.0,Grocery,2.9344625655636998
ters101342796,20.0,4.9,12.323225,76.630028,12.353225,76.660028,2022-03-09,20:10:00,20:15:00,Stormy,Jam ,motorcycle ,Metropolitian ,27.0,Grocery,4.6541316710672564
xqes087347664,34.0,4.1,18.55144,73.804855,18.56144,73.814855,2022-03-11,11:10:00,11:20:00,Cloudy,High ,scooter ,Metropolitian ,35.0,Grocery,1.52957981368424
qadk676361128,34.0,5.0,0.0,0.0,0.05,0.05,2022-04-05,22:20:00,22:30:00,Sunny,Low ,scooter ,Metropolitian ,19.0,Grocery,7.845173108613388
rmgo277916637,39.0,4.3,23.353783,85.326967,23.483783,85.456967,2022-03-31,19:15:00,19:30:00,Windy,Jam ,motorcycle ,Metropolitian ,35.0,Grocery,19.59126114572951
rjuk855079528,34.0,4.8,23.374878,85.335739,23.454878,85.415739,2022-03-02,17:30:00,17:45:00,Windy,Medium ,motorcycle ,Metropolitian ,25.0,Grocery,12.05632146227304
gxan859732316,33.0,4.9,22.547186,88.35068,22.567186,88.37068,2022-02-17,11:20:00,11:35:00,Stormy,High ,motorcycle ,Metropolitian ,36.0,Grocery,3.022700798062072
dxtj319166247,28.0,4.8,26.913987,75.752891,26.953987,75.792891,2022-03-30,15:15:00,15:20:00,Cloudy,Medium ,scooter ,Urban ,17.0,Grocery,5.951835744237022
spqt033970808,32.0,4.5,0.0,0.0,0.04,0.04,2022-03-30,12:20:00,12:30:00,Cloudy,High ,motorcycle ,Metropolitian ,25.0,Grocery,6.276138627413788
mtcr221173183,22.0,4.8,18.539299,73.897902,18.569299,73.927902,2022-03-28,19:15:00,19:20:00,Fog,Jam ,motorcycle ,Metropolitian ,20.0,Grocery,4.588766117367849
aeuz262262868,24.0,4.6,17.458998,78.500366,17.538998,78.580366,2022-03-12,19:40:00,19:55:00,Fog,Jam ,motorcycle ,Metropolitian ,38.0,Grocery,12.270899359356777
izkt125502221,26.0,4.9,0.0,0.0,0.06,0.06,2022-03-13,17:50:00,18:05:00,Fog,Medium ,van,Metropolitian ,14.0,Grocery,9.414207472710387
hxsv146301375,30.0,4.9,11.024839,77.007003,11.044839,77.027003,2022-03-03,11:10:00,11:15:00,Windy,High ,motorcycle ,Metropolitian ,25.0,Grocery,3.109767295530947
vcrk401368337,22.0,5.0,21.186438,72.794115,21.316438,72.924115,2022-03-27,00:00:00,00:15:00,Stormy,Low ,scooter ,Metropolitian ,10.0,Grocery,19.729375247155
rxjl381247495,29.0,4.7,18.539299,73.897902,18.589299,73.947902,2022-03-17,18:25:00,18:30:00,Windy,Medium ,scooter ,Other,21.0,Grocery,7.647735476670626
dxpp270325088,37.0,4.0,21.186884,72.793616,21.296884,72.903616,2022-03-06,21:40:00,21:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,47.0,Grocery,16.694580779303028
jwgq604828505,28.0,4.9,11.025083,77.015393,11.105083,77.095393,2022-04-04,22:50:00,22:55:00,Stormy,Low ,scooter ,Urban ,17.0,Grocery,12.438452034187614
gedp538037050,22.0,5.0,22.728163,75.884212,22.858163,76.014212,2022-03-31,21:10:00,21:25:00,Sunny,Jam ,motorcycle ,Urban ,15.0,Grocery,19.632314732102273
cezg106088049,36.0,4.6,21.170096,72.789122,21.190096,72.809122,2022-03-17,11:15:00,11:30:00,Fog,High ,van,Metropolitian ,25.0,Grocery,3.0359578343676326
rprm941776983,31.0,4.5,30.366322,78.070453,30.476322,78.180453,2022-02-16,19:35:00,19:50:00,Windy,Jam ,motorcycle ,Metropolitian ,39.0,Grocery,16.136837180781157
mxcg722447955,30.0,4.9,12.310972,76.659264,12.360972,76.709264,2022-03-01,18:50:00,19:00:00,Sandstorms,Medium ,van,Metropolitian ,34.0,Grocery,7.756917958870651
urhz950401191,26.0,4.5,30.899584,75.809346,30.929584,75.839346,2022-02-17,19:50:00,20:00:00,Sandstorms,Jam ,van,Urban ,19.0,Grocery,4.391596645458134
dmfu023290610,32.0,4.8,0.0,0.0,0.05,0.05,2022-02-11,22:40:00,22:45:00,Windy,Low ,scooter ,Urban ,27.0,Grocery,7.845173108613388
kohn971192560,25.0,4.6,26.956431,75.776649,27.086431,75.906649,2022-03-31,21:50:00,22:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,38.0,Grocery,19.336941157687352
rarh555402225,38.0,4.0,26.849596,75.800512,26.929596,75.880512,2022-03-23,20:40:00,20:50:00,Cloudy,Jam ,scooter ,Metropolitian ,44.0,Grocery,11.905704284153522
zdyw098408444,38.0,4.5,26.913726,75.75282,26.993726,75.83282,2022-03-16,22:30:00,22:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,29.0,Grocery,11.902765808034964
knmw486561606,27.0,5.0,21.173493,72.801953,21.213493,72.841953,2022-03-30,14:30:00,14:45:00,Cloudy,High ,motorcycle ,Metropolitian ,33.0,Grocery,6.071664694616246
ekrp465666541,37.0,4.8,12.323225,76.630028,12.363225,76.670028,2022-04-03,13:55:00,14:05:00,Fog,High ,scooter ,Metropolitian ,28.0,Grocery,6.205452157234974
ggaj884673949,32.0,4.6,22.725748,75.898497,22.835748,76.008497,2022-03-08,18:55:00,19:10:00,Sunny,Medium ,motorcycle ,Urban ,24.0,Grocery,16.612640590667567
qyea015710074,33.0,4.7,12.323978,76.627961,12.383978,76.687961,2022-03-09,23:20:00,23:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,19.0,Grocery,9.30799506057405
pvye127671343,35.0,4.5,21.15276,72.778059,21.18276,72.808059,2022-03-11,22:55:00,23:10:00,Sandstorms,Low ,scooter ,Metropolitian ,28.0,Grocery,4.554109914568528
xuju291630511,24.0,4.8,26.766536,75.837333,26.776536,75.847333,2022-03-28,09:35:00,09:50:00,Windy,Low ,scooter ,Metropolitian ,14.0,Grocery,1.4888875145065654
omys380670269,39.0,5.0,17.429585,78.392621,17.479585,78.442621,2022-03-13,21:15:00,21:25:00,Fog,Jam ,van,Metropolitian ,39.0,Grocery,7.670186511993437
bpkm613437028,27.0,4.7,21.186438,72.794115,21.196438,72.804115,2022-04-03,08:20:00,08:35:00,Cloudy,Low ,motorcycle ,Metropolitian ,19.0,Grocery,1.517925818834007
qkux956576156,27.0,4.8,30.328174,78.049117,30.438174,78.159117,2022-02-16,19:00:00,19:05:00,Stormy,Medium ,van,Urban ,17.0,Grocery,16.13947460277966
aegn029390607,20.0,4.2,12.325461,76.632278,12.345461,76.652278,2022-03-26,08:35:00,08:50:00,Stormy,Low ,motorcycle ,Metropolitian ,29.0,Grocery,3.102770127436664
scqr294223322,31.0,4.3,21.173493,72.801953,21.253493,72.881953,2022-03-23,20:30:00,20:40:00,Cloudy,Jam ,motorcycle ,Urban ,35.0,Grocery,12.142579186700365
xjgc597637299,22.0,4.7,17.438263,78.397865,17.448263,78.407865,2022-03-21,09:20:00,09:25:00,Fog,Low ,motorcycle ,Metropolitian ,17.0,Grocery,1.5340818368746136
zoez338152351,38.0,4.0,13.086438,80.220672,13.116438,80.250672,2022-04-01,19:20:00,19:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,46.0,Grocery,4.647448680585023
qkqo103077339,33.0,4.8,23.351058,85.325731,23.421058,85.395731,2022-04-04,20:25:00,20:30:00,Fog,Jam ,motorcycle ,Metropolitian ,46.0,Grocery,10.550310831725128
xepv819914405,37.0,4.4,26.921411,75.793604,27.001411,75.873604,2022-03-25,18:40:00,18:45:00,Fog,Medium ,van,Urban ,32.0,Grocery,11.902413303218285
odto977136581,37.0,4.9,27.163303,78.057044,27.213303,78.107044,2022-02-15,21:40:00,21:50:00,Cloudy,Jam ,scooter ,Metropolitian ,27.0,Grocery,7.432481602773922
geex100083991,26.0,4.7,23.355164,85.324097,23.415164,85.384097,2022-03-21,21:45:00,21:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,33.0,Grocery,9.043151042211152
mjey355506878,32.0,4.9,18.543626,73.905101,18.553626,73.915101,2022-03-11,10:40:00,10:55:00,Fog,Low ,motorcycle ,Metropolitian ,24.0,Grocery,1.5296123009283698
ypzv874752406,38.0,4.7,12.326356,76.619103,12.376356,76.669103,2022-04-01,21:20:00,21:25:00,Windy,Jam ,motorcycle ,Metropolitian ,33.0,Grocery,7.756699817828701
rvjj561158686,28.0,4.9,11.022477,76.995667,11.132477,77.105667,2022-03-10,19:30:00,19:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,13.0,Grocery,17.10252275797518
dswj723760119,31.0,5.0,22.727021,75.884167,22.757021,75.914167,2022-03-30,19:10:00,19:25:00,Cloudy,Jam ,motorcycle ,Metropolitian ,25.0,Grocery,4.53129961390224
utyz308260725,25.0,4.0,22.761593,75.886362,22.871593,75.996362,2022-03-16,21:50:00,21:55:00,Stormy,Jam ,motorcycle ,Urban ,38.0,Grocery,16.610672955997153
blzi055621134,34.0,5.0,11.022298,76.998349,11.152298,77.128349,2022-03-08,21:45:00,21:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,40.0,Grocery,20.211745361504864
ayuo575433218,22.0,4.8,13.029198,77.570997,13.079198,77.620997,2022-03-30,19:25:00,19:30:00,Sunny,Jam ,scooter ,Metropolitian ,13.0,Grocery,7.746455707767519
bhht187756692,29.0,4.5,26.88842,75.800689,26.92842,75.840689,2022-03-19,13:25:00,13:40:00,Sunny,High ,motorcycle ,Metropolitian ,43.0,Grocery,5.952421484014082
yswe138481805,25.0,4.6,18.516216,73.842527,18.566216,73.892527,2022-03-15,17:55:00,18:10:00,Fog,Medium ,motorcycle ,Metropolitian ,29.0,Grocery,7.648215327844156
ozbr491095485,28.0,4.9,21.186438,72.794115,21.236438,72.844115,2022-03-11,20:45:00,21:00:00,Sunny,Jam ,scooter ,Metropolitian ,19.0,Grocery,7.5891604266055
jape222496065,37.0,4.8,12.323194,76.630583,12.403194,76.710583,2022-03-12,22:50:00,22:55:00,Fog,Low ,scooter ,Metropolitian ,28.0,Grocery,12.410450496478731
ugkr488308972,29.0,5.0,17.451976,78.385883,17.511976,78.445883,2022-03-05,17:55:00,18:05:00,Windy,Medium ,scooter ,Metropolitian ,27.0,Grocery,9.203577068453198
mwpx426078176,24.0,4.5,17.483216,78.552111,17.513216,78.582111,2022-03-13,20:50:00,21:05:00,Cloudy,Jam ,scooter ,Metropolitian ,22.0,Grocery,4.601596715849004
xmuy821194065,30.0,4.8,22.310526,73.170937,22.380526,73.240937,2022-03-04,00:00:00,00:15:00,Stormy,Low ,motorcycle ,Metropolitian ,20.0,Grocery,10.586748925687122
vtjg042124168,32.0,4.7,13.049645,80.242268,13.119645,80.312268,2022-04-02,18:00:00,18:05:00,Sandstorms,Medium ,scooter ,Urban ,33.0,Grocery,10.844399346304733
cahp579938973,23.0,4.9,23.354422,85.3329,23.384422,85.3629,2022-03-13,22:30:00,22:40:00,Fog,Low ,scooter ,Urban ,18.0,Grocery,4.521816413824638
cadw629582238,35.0,4.7,18.546947,73.900626,18.576947,73.930626,2022-03-24,20:55:00,21:05:00,Windy,Jam ,motorcycle ,Metropolitian ,41.0,Grocery,4.58867069997304
myyb210483800,26.0,4.8,23.232357,77.429989,23.362357,77.559989,2022-02-16,17:20:00,17:30:00,Cloudy,Medium ,motorcycle ,Metropolitian ,28.0,Grocery,19.59930335734354
nwfm757728752,39.0,4.7,18.563934,73.915367,18.673935,74.025367,2022-03-04,20:30:00,20:40:00,Fog,Jam ,motorcycle ,Metropolitian ,42.0,Grocery,16.822593330902556
jorj440560315,23.0,4.6,12.326356,76.619103,12.436356,76.729103,2022-03-08,18:10:00,18:15:00,Sunny,Medium ,motorcycle ,Metropolitian ,16.0,Grocery,17.06380089186991
knhd280468325,34.0,4.6,12.325461,76.632278,12.405461,76.712278,2022-03-14,21:00:00,21:15:00,Fog,Jam ,motorcycle ,Metropolitian ,40.0,Grocery,12.410398980987171
knkd371033117,23.0,4.9,0.0,0.0,0.07,0.07,2022-04-06,19:40:00,19:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,30.0,Grocery,10.983241696284244
sroj558743624,24.0,4.5,26.482581,80.315628,26.532581,80.365628,2022-02-13,23:10:00,23:25:00,Sunny,Low ,motorcycle ,Urban ,19.0,Grocery,7.45193321411252
ncly350182452,24.0,4.8,22.539129,88.365507,22.599129,88.425507,2022-02-11,20:20:00,20:30:00,Windy,Jam ,motorcycle ,Urban ,15.0,Grocery,9.067747701021831
ywze466486094,21.0,4.7,26.492106,80.327797,26.572106,80.407797,2022-02-14,20:55:00,21:00:00,Sunny,Jam ,motorcycle ,Urban ,15.0,Grocery,11.921982299625425
pvmm816055638,38.0,4.8,0.0,0.0,0.06,0.06,2022-02-11,21:10:00,21:20:00,Sunny,Jam ,motorcycle ,Metropolitian ,20.0,Grocery,9.414207472710387
dutq679720537,28.0,4.9,12.975996,80.221898,12.985996,80.231898,2022-04-05,08:25:00,08:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,15.0,Grocery,1.5495096221395899
zdic040789011,30.0,4.3,12.981615,80.231598,12.991615,80.241598,2022-03-15,09:40:00,09:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,27.0,Grocery,1.5494928952782654
ptwr050069720,39.0,4.4,17.429585,78.392621,17.479585,78.442621,2022-04-01,17:40:00,17:55:00,Sandstorms,Medium ,scooter ,Metropolitian ,34.0,Grocery,7.670186511993437
xglq652373517,37.0,5.0,22.552996,88.35231,22.592996,88.39231,2022-02-13,13:40:00,13:45:00,Stormy,High ,motorcycle ,Metropolitian ,32.0,Grocery,6.045088724915105
cnyu894505160,32.0,4.8,12.978453,77.643685,12.988453,77.653685,2022-04-05,10:35:00,10:40:00,Fog,Low ,scooter ,Metropolitian ,16.0,Grocery,1.5495023088971138
psuy317268936,27.0,4.5,12.326356,76.619103,12.336356,76.629103,2022-03-07,09:15:00,09:30:00,Fog,Low ,motorcycle ,Metropolitian ,15.0,Grocery,1.551396699364718
nyzn915131030,22.0,4.7,11.003681,76.975525,11.073681,77.045525,2022-04-06,18:30:00,18:40:00,Windy,Medium ,motorcycle ,Urban ,27.0,Grocery,10.884116727934263
idmz477598605,25.0,4.6,22.751234,75.88949,22.791234,75.92949,2022-03-28,16:00:00,16:15:00,Windy,Medium ,motorcycle ,Urban ,28.0,Grocery,6.0411505795634
zapb300805466,21.0,4.7,22.725835,75.887648,22.785835,75.947648,2022-03-24,20:45:00,21:00:00,Fog,Jam ,motorcycle ,Metropolitian ,29.0,Grocery,9.06218615243449
psza203851411,36.0,4.0,11.022298,76.998349,11.132298,77.108349,2022-04-04,18:40:00,18:45:00,Stormy,Medium ,motorcycle ,Metropolitian ,36.0,Grocery,17.102527788094463
qmkt393995790,32.0,4.2,13.02978,80.208812,13.04978,80.228812,2022-03-01,08:15:00,08:20:00,Windy,Low ,motorcycle ,Metropolitian ,24.0,Grocery,3.0986685708988024
vrtd985758265,20.0,5.0,21.157729,72.768726,21.267729,72.878726,2022-03-27,22:50:00,23:05:00,Fog,Low ,motorcycle ,Metropolitian ,24.0,Grocery,16.696084890246865
ecxi736615019,28.0,5.0,22.753839,75.897429,22.763838,75.907429,2022-03-07,08:25:00,08:30:00,Fog,Low ,motorcycle ,Metropolitian ,19.0,Grocery,1.5102682507811203
fpwn325794713,25.0,4.6,26.911927,75.797282,27.051927,75.937282,2022-03-06,22:00:00,22:15:00,Windy,Jam ,motorcycle ,Other,25.0,Grocery,20.827572697496162
gngz100424879,22.0,4.8,18.530963,73.828972,18.610963,73.908972,2022-03-16,19:55:00,20:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,20.0,Grocery,12.236154541166353
yucn329575836,21.0,4.7,12.972532,77.608179,13.082532,77.718179,2022-03-23,18:50:00,19:05:00,Windy,Medium ,van,Urban ,19.0,Grocery,17.043078203708387
iozk172605855,27.0,4.8,22.552672,88.352885,22.582672,88.382885,2022-02-13,17:50:00,17:55:00,Stormy,Medium ,scooter ,Other,22.0,Grocery,4.533895591762387
xxxl426196629,23.0,4.1,13.044694,80.26147,13.064694,80.28147,2022-04-01,09:45:00,10:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,22.0,Grocery,3.0985793628085028
gkvp126102531,34.0,4.6,26.913726,75.75282,26.953726,75.792821,2022-03-07,14:10:00,14:25:00,Fog,High ,motorcycle ,Metropolitian ,27.0,Grocery,5.951908012295787
hjrh158531364,36.0,4.9,11.025083,77.015393,11.055083,77.045393,2022-03-09,20:20:00,20:25:00,Sunny,Jam ,scooter ,Metropolitian ,21.0,Grocery,4.664610877378366
riyg586632668,34.0,4.3,19.176269,72.836721,19.226269,72.886721,2022-03-01,17:40:00,17:55:00,Sandstorms,Medium ,scooter ,Metropolitian ,31.0,Grocery,7.634280719431006
vwrk160465593,28.0,5.0,13.044694,80.26147,13.154694,80.37147,2022-03-20,21:35:00,21:40:00,Stormy,Jam ,scooter ,Urban ,17.0,Grocery,17.040701348760326
reoj464426945,24.0,4.4,12.325461,76.632278,12.345461,76.652278,2022-03-15,10:15:00,10:25:00,Windy,Low ,motorcycle ,Metropolitian ,26.0,Grocery,3.102770127436664
opoe905278513,26.0,4.6,0.0,0.0,0.06,0.06,2022-03-30,18:40:00,18:45:00,Sunny,Medium ,scooter ,Metropolitian ,12.0,Grocery,9.414207472710387
hrbk168509434,29.0,4.8,26.911378,75.789034,27.001378,75.879034,2022-03-16,17:15:00,17:20:00,Stormy,Medium ,scooter ,Urban ,26.0,Grocery,13.390474440529411
dwhn136262490,20.0,4.7,10.994136,76.963303,11.084136,77.053303,2022-03-12,17:40:00,17:55:00,Sunny,Medium ,scooter ,Other,12.0,Grocery,13.993853622293804
hyrd416401603,27.0,4.9,21.17106,72.789292,21.23106,72.849292,2022-03-30,18:40:00,18:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,18.0,Grocery,9.107284201918876
kyie269208930,21.0,4.7,12.935662,77.61413,13.005662,77.68413,2022-03-27,21:35:00,21:45:00,Sunny,Jam ,motorcycle ,Metropolitian ,33.0,Grocery,10.846782182964
qhau586164432,39.0,4.7,30.893234,75.82172,30.933234,75.86172,2022-02-15,15:15:00,15:20:00,Sunny,Medium ,scooter ,Metropolitian ,21.0,Grocery,5.855496494640368
xasi525958139,29.0,4.9,26.479108,80.315042,26.559108,80.395042,2022-02-16,18:50:00,19:00:00,Sandstorms,Medium ,scooter ,Metropolitian ,24.0,Grocery,11.922570867732203
hlqk500810319,38.0,4.6,23.374878,85.335739,23.414878,85.375739,2022-03-26,12:45:00,13:00:00,Sandstorms,High ,van,Metropolitian ,29.0,Grocery,6.02856929050386
yest055183732,27.0,4.2,18.546258,73.904337,18.616258,73.974337,2022-03-25,17:25:00,17:30:00,Fog,Medium ,scooter ,Metropolitian ,34.0,Grocery,10.706335399814037
yppz505640571,29.0,4.6,21.186438,72.794115,21.296438,72.904115,2022-03-06,19:35:00,19:45:00,Sunny,Jam ,scooter ,Metropolitian ,23.0,Grocery,16.694603802184574
